text,angry
i feel grouchy and i cannot think properly when i am deprived of food for more than two hours,1
someone acting stupid in public,1
i am feeling a little stressed to think that the trip is so close to being reality,1
i feel little impatient especially thinking of who the scoundrel will be coming to impose his her their will on me,1
i get the feeling that theyll all gel together anyway because im too impatient to wait on change,1
i feel oh so irritable and then it all spins round again,1
i knew that comment was insulting but i was so angry at being told how i should feel by those who hadnt a clue that i didn t care if they felt insulted,1
i always think about are act the way i want to feel so even when im grumpy i still need to act pleasant and happy and then i will start to feel more that way,1
i am sorry if you feel offended by my humorous statement my friend,1
i want to find peace because there are so many things going on in the world that affect so many others and i feel selfish for being so sad four years later,1
i feel incredibly selfish to say it but i was lead to believe i could trust that no matter what i would have the attention and space i needed from the people i felt loved me,1
i hate him and the feeling is pretty mutual i find him obnoxious and he thinks im a bitch once again it has nothing to do with what happened and nobody thinks less of anybody because of it,1
i feel so dissatisfied angry and embarrassed,1
i hemmed and hawed over it and finally decided to fight it since the thought of it left me feeling so outraged and unjust,1
i guess in non metaphoric terms i seem grumpy unhappy unfeeling and bitchy,1
i was feeling quite grumpy when ajmed parked the jeep in front of yet another huge rock in the early dusk,1
i like the kickoffs to borrow an expression from an englishman i know because i don t feel rushed in the morning,1
i allow that mormonism is crazy i feel like krakauer almost randomly chose a religion to pick apart and deem violent,1
i wake up every morning excited about breakfast rather than feeling like i cant be bothered,1
i will just say that i feel jealous and angry,1
i am feeling so violent i just fucking shuddered in anticipation,1
i look in my wallet and i feel a cold chill,1
i feel resentful in that i sacrificed alot for her for very little in return,1
im feeling very distracted today,1
ive spent the last several days feeling irritated with myself because im not writing,1
i feel fucked tape re recorded,1
im feeling incredibly grumpy today a combination of hay fever rain and the stress of our hopefully imminent move,1
i feel like its rude to ignore people,1
i guess all married couple have days every now and then when one partner feels like being domestically violent toward the other,1
i dont know why for some reason i feel really pissed off by this person ive supported for years,1
i have rarely left a meeting feeling more angry and upset,1
i feel disgusted by most people,1
i started having that creepy feeling again like she still hated me,1
i don t feel disgusted with it by then it s safe to try writing,1
i feel disgusted that a situation like this had to happen in the first place,1
i think i have a right to know if my neighbour can t see if i m feeling envious or embarrassed or can t tell the difference between the don t walk guy from the walk guy,1
i feel no i have not been the victim of a violent crime and no i have never had to deal with a girl being pregnant with my child,1
i am in no way pessimistic but i often have to bite my tongue in the netherlands when i feel a sarcastic comment popping up in my head,1
i do apologize in advance if you may feel offended,1
i still dont know how i feel i hated getting wisconsin plates,1
i feel the need to preface this by saying that i am strongly in favor of keeping violent or otherwise inappropriate videogames out of the hands of minors and i believe that this is an issue that parents and the government need to work on together,1
i think its cos its a bit stormy out i always feel irritable and uncomfortable when its like that,1
i feel too greedy to actually ask them,1
i just act how i feel im becoming what ive always hated,1
i feel that it is a little dangerous to let scientists be independently funded while working in these communal labs with no supervision or regulation,1
i feeling so agitated right now,1
i would buy something from tropical smoothie and eat half of it and then feel like i was disgusted to even take an extra sip or bite,1
i feel disgusted and lose respect for them as a lady he said,1
i feel grouchy at one point then it changes to a panic then to having this feeling like someone or something is after me,1
i am already feeling so tortured for having to wait for the results i need to sleep early coz i wake up at am these days,1
i am just making people upset and feel irritated,1
i feel like they hated me but i m too scared to listen to the tape,1
i woke up this morning feeling not grumpy but just not in the best of moods,1
i remember watching this as a child and feeling a bit outraged on charlie browns behalf when peppermint patty invites herself over to his house for thanksgiving and then gets angry when she doesnt get the meal she expects,1
i wish santa claus was a real person cause i didnt feel as greedy when i was a kid and thought i was getting my loot for free,1
i cannot imagine what african americans feel inside their hearts and guts when they see such a hateful image,1
ive been feeling kind of bitchy lately,1
i guess we would naturally feel a sense of loneliness even the people who said unkind things to you might be missed,1
i dont know whats wrong with me i try studying but i just feel like im fluffing around and getting distracted all the time,1
i am feeling very irate right now because i have to wait for another one fucking month just to get my hair done,1
i feel frustrated that i cant answer questions for distributors or customers,1
im feeling very bitchy about this episode in general,1
i feel selfish for praying through things,1
i just feel so fucked up by everything that the only place i can confide and spill my emotions is here because there isnt anyone like you,1
i hope that they can tell a difference and that i feel less tortured by the experience,1
i feel about petty games,1
i wanted to feel about our wedding and i hated that i felt resentful of what is supposed to be a joyous and celebratory occasion,1
i feel stronger clearer but a little annoyed not quite sure why,1
i just feel enraged and impotent seemingly unable to enact the change i want to see,1
i am less in shock and currently feeling insulted about being hung out to dry this past weekend burning his things seems a pretty fair rewards for my unappreciated grace under pressure,1
deception from a person i loved very much,1
i cant get sleep she said irritated i am feeling cold,1
i and others feel when angry is a huge wave of relief from what we previously felt sitting in the dank room of fear and powerlessness,1
i feels at all bitter over his treatment he gave no indication on monday night,1
i don t like it when things feel as if they re being rushed,1
im sure there are situations when this happens with the older crowd i feel its dangerous to do online dating when youre young,1
i do feel stressed i have a bunch of tools in my pocket to fight back with,1
i feel grouchy,1
i need not feel annoyed that they beg but rather love them and feel compassion that circumstances have compelled them to resort to begging,1
i am feeling a little stressed about my book club coming up and dont know how im going to fit people into that place,1
i feel a bit dissatisfied,1
i feel like you think im heartless and honestly im really not not about this,1
i had applied for a job and they had assured me that the exams would take place a few months later a week later i went to obtain some more information and they told me that the exams had already taken place,1
i mean i feel even more disgusted at myself after ive moved here when im usually just disgusted at the human race in general something like that,1
i don t feel they re being rude or impudent,1
i have a feeling some violent surprises are in the offing,1
i kept all the money then i would feel greedy,1
i often feel dissatisfied when i don t have at least one project going on,1
i feel like an obnoxious american in the amazing race not discounting on people who cant speak english,1
ive come to appreciate in the uk where the general lack of chilli and other spicy foods usually leaves me feeling somewhat appalled,1
i didn t leave feeling sarcastic and annoyed at having to treat someone as though they re better than me,1
i feel like there s a reason to buy another tom petty record,1
i was still feeling bitchy not sad,1
i feel a petty sting of worry that i wont have tv reception for the breeders cup,1
i have a feeling the googler in this case was again dissatisfied with his search results,1
i prevent them from inevitably feeling insulted when i tell them that life here just isn t enough for me anymore,1
i feel appalled at my sadness and hurt,1
i feel a bit bitchy today lt take a look its free and it doesnt concern you so i was reading the critics for mamma mia,1
i spent most of the first day feeling pissed off thanks to the tourism and hospitality workers who trump thailands comparatively feeble efforts to fleece gullible white people,1
i was feeling very spiteful and was only encouraged by this bit of information,1
i think youre being a dick bitch id just walk away instead of laying out everything i feel when im pissed i shut down and look out the window in steely silence,1
i feel like im heartless cuz a week after my boyfirend of months broke up with me i was thinking about another guy,1
i feel when i mad at you,1
ill admit there is definitely some sort of testosterone laden feeling of accomplishment in being a fucking savage helping women who cannot control a way unruly crowd,1
i suggest you do though it might be hard cause it is a bit slow at times if you don t feel a bit of a tug at your heart or perhaps feel a tear forming in your tear ducts i will declare that you are heartless and thus should be banished from the rest of the world,1
i know exactly how she feels because i hated it so badly i got so depressed i was cutting myself when i got so low i started thinking about suicide i did run away to nyc the farthest place from them where they wouldnt be able to find me,1
ill find you everyday if you feel not annoyed,1
im no longer feeling bitchy,1
im just feeling grumpy and impatient and im ready to get things moving,1
i didnt want to shoot him sorry to be a party pooper because i have been a lecture basher before and i know how it feels when people are hostile to you,1
i feel him i touch him with my hands i form him without wanting to i give him to myself i take him away from myself how impatient i am to see him,1
i almost always feel the inside of my tire but in my rushed state i failed to do this important step,1
i feel grouchy tonight,1
i love if i feel a cold coming on,1
i feel like the world is just being bitter and cold but its degrees out sunny and bold something went a rye before early tea time and i cant figure it out yet,1
i see people who have accomplished so much more than me and i feel envious and incompetent,1
i started to see a concerning pattern i d rush home at the end of the evening s activities to write out a post sometimes i d be feeling frustrated and flustered while sometimes i was eager and inspired,1
i feel so tortured by it,1
i feel a bit rude leaving you hanging there from my last post with an almost done room and then radio silence,1
